1622414056.813000,496.229429,485.370532,97.211626,0.029349,0.999393,-0.018787,-0.999545,0.029213,-0.007464,-0.006911,0.018997,0.999796,0.007466,-0.018788,-1.541438
1622414056.852000,496.278511,485.294040,97.450090,0.029857,0.999410,-0.016955,-0.999537,0.029752,-0.006432,-0.005924,0.017139,0.999836,0.006433,-0.016956,-1.540931
1622414056.897000,496.251301,485.407205,97.126911,0.029725,0.999371,-0.019328,-0.999533,0.029581,-0.007693,-0.007117,0.019548,0.999784,0.007695,-0.019329,-1.541061
1622414056.914000,496.257302,485.362597,97.122884,0.029441,0.999378,-0.019402,-0.999540,0.029294,-0.007809,-0.007236,0.019623,0.999781,0.007810,-0.019403,-1.541345
1622414056.923000,496.227765,485.370057,97.219271,0.029346,0.999394,-0.018734,-0.999546,0.029211,-0.007434,-0.006883,0.018944,0.999797,0.007436,-0.018735,-1.541441
1622414056.930000,496.284382,485.290839,97.452198,0.029892,0.999411,-0.016831,-0.999535,0.029786,-0.006536,-0.006031,0.017019,0.999837,0.006537,-0.016832,-1.540896
1622414056.939000,496.283109,485.291016,97.437052,0.029880,0.999410,-0.016936,-0.999535,0.029772,-0.006620,-0.006112,0.017126,0.999835,0.006621,-0.016937,-1.540908
1622414056.949000,496.270709,485.332579,97.438370,0.030240,0.999400,-0.016892,-0.999525,0.030136,-0.006385,-0.005872,0.017077,0.999837,0.006386,-0.016893,-1.540548
1622414056.958000,496.307044,485.285250,97.370393,0.029953,0.999399,-0.017430,-0.999531,0.029837,-0.006874,-0.006350,0.017628,0.999824,0.006875,-0.017431,-1.540835
1622414056.969000,496.308686,485.281860,97.375571,0.029950,0.999399,-0.017442,-0.999531,0.029835,-0.006839,-0.006314,0.017639,0.999824,0.006840,-0.017443,-1.540837
1622414056.979000,496.305943,485.321196,97.359350,0.030341,0.999388,-0.017416,-0.999521,0.030230,-0.006604,-0.006074,0.017608,0.999827,0.006605,-0.017416,-1.540446
1622414056.989000,496.283087,485.286015,97.442232,0.029880,0.999411,-0.016886,-0.999535,0.029773,-0.006594,-0.006087,0.017075,0.999836,0.006595,-0.016887,-1.540907
1622414056.999000,496.249340,485.315872,97.124973,0.029718,0.999372,-0.019278,-0.999532,0.029571,-0.007855,-0.007280,0.019502,0.999783,0.007857,-0.019279,-1.541068
1622414057.008000,496.286753,485.288099,97.439072,0.029890,0.999411,-0.016867,-0.999534,0.029781,-0.006647,-0.006141,0.017058,0.999836,0.006648,-0.016868,-1.540898
1622414057.019000,496.259459,485.321698,97.130171,0.029672,0.999373,-0.019324,-0.999534,0.029526,-0.007800,-0.007225,0.019546,0.999783,0.007801,-0.019325,-1.541114
1622414057.028000,496.232922,485.372045,97.221370,0.029332,0.999394,-0.018735,-0.999547,0.029199,-0.007349,-0.006798,0.018942,0.999797,0.007351,-0.018736,-1.541455
1622414057.038000,496.269211,485.041533,97.245167,0.031332,0.999357,-0.017458,-0.999494,0.031232,-0.005991,-0.005442,0.017637,0.999830,0.005992,-0.017459,-1.539454
1622414057.049000,496.223740,485.412135,97.217877,0.029641,0.999386,-0.018663,-0.999538,0.029510,-0.007255,-0.006700,0.018869,0.999800,0.007257,-0.018664,-1.541146
1622414057.058000,496.308519,485.282352,97.369854,0.029976,0.999399,-0.017421,-0.999531,0.029861,-0.006848,-0.006324,0.017618,0.999825,0.006849,-0.017421,-1.540811
1622414057.068000,496.227117,485.371191,97.210246,0.029327,0.999394,-0.018760,-0.999546,0.029191,-0.007479,-0.006927,0.018971,0.999796,0.007480,-0.018761,-1.541460
1622414057.079000,496.224866,485.416216,97.223553,0.029666,0.999386,-0.018645,-0.999538,0.029536,-0.007176,-0.006621,0.018850,0.999800,0.007178,-0.018647,-1.541121
1622414057.088000,496.233486,485.368047,97.204952,0.029351,0.999393,-0.018780,-0.999545,0.029214,-0.007518,-0.006965,0.018992,0.999795,0.007519,-0.018781,-1.541436
1622414057.099000,496.286993,485.289174,97.441889,0.029867,0.999412,-0.016856,-0.999535,0.029760,-0.006581,-0.006075,0.017045,0.999836,0.006582,-0.016857,-1.540921
1622414057.108000,496.308293,485.285675,97.371062,0.029941,0.999400,-0.017432,-0.999532,0.029826,-0.006830,-0.006306,0.017629,0.999825,0.006831,-0.017433,-1.540846
1622414057.119000,496.273731,485.336593,97.441678,0.030190,0.999403,-0.016816,-0.999528,0.030089,-0.006237,-0.005727,0.016996,0.999839,0.006238,-0.016816,-1.540598
